year_txt,month_txt,dow_txt,hour_txt,avg_trips
2021.0,10.0,7.0,10.0,3915.4
2021.0,10.0,7.0,11.0,4298.8
2021.0,10.0,7.0,12.0,4447.2
2021.0,10.0,7.0,13.0,4576.6
2021.0,10.0,7.0,14.0,4929.8
2021.0,10.0,7.0,15.0,5268.0
2021.0,10.0,7.0,16.0,5468.6
2021.0,10.0,7.0,17.0,5615.8
2021.0,10.0,7.0,18.0,5644.2
2021.0,10.0,7.0,19.0,5557.2
2021.0,10.0,7.0,20.0,4990.8
2021.0,10.0,7.0,21.0,4815.6
2021.0,10.0,7.0,22.0,4787.6
2021.0,10.0,7.0,23.0,4219.4
2022.0,10.0,1.0,0.0,3735.6
2022.0,10.0,1.0,1.0,2725.4
2022.0,10.0,1.0,2.0,2228.0
2022.0,10.0,1.0,3.0,1549.4
2022.0,10.0,1.0,4.0,1274.8
2022.0,10.0,1.0,5.0,1977.4
2022.0,10.0,1.0,6.0,3272.6
2022.0,10.0,1.0,7.0,4794.0
2022.0,10.0,1.0,8.0,5756.0
2022.0,10.0,1.0,9.0,5954.4
2022.0,10.0,1.0,10.0,5019.6
2022.0,10.0,1.0,11.0,4932.0
2022.0,10.0,1.0,12.0,4959.0
2022.0,10.0,1.0,13.0,5147.8
2022.0,10.0,1.0,14.0,5583.0
2022.0,10.0,1.0,15.0,5792.0
2022.0,10.0,1.0,16.0,6272.2
2022.0,10.0,1.0,17.0,6857.8
2022.0,10.0,1.0,18.0,6813.8
2022.0,10.0,1.0,19.0,6404.0
2022.0,10.0,1.0,20.0,5638.4
2022.0,10.0,1.0,21.0,5243.0
2022.0,10.0,1.0,22.0,4956.0
2022.0,10.0,1.0,23.0,4091.2
2022.0,10.0,2.0,0.0,2612.5
2022.0,10.0,2.0,1.0,1693.75
2022.0,10.0,2.0,2.0,1271.0
2022.0,10.0,2.0,3.0,912.25
2022.0,10.0,2.0,4.0,1000.5
2022.0,10.0,2.0,5.0,1961.5
2022.0,10.0,2.0,6.0,3487.5
2022.0,10.0,2.0,7.0,5548.75
2022.0,10.0,2.0,8.0,6922.75
2022.0,10.0,2.0,9.0,6977.75
2022.0,10.0,2.0,10.0,5823.0
2022.0,10.0,2.0,11.0,5611.75
2022.0,10.0,2.0,12.0,5505.75
2022.0,10.0,2.0,13.0,5605.0
2022.0,10.0,2.0,14.0,6094.75
2022.0,10.0,2.0,15.0,6295.0
2022.0,10.0,2.0,16.0,6627.5
2022.0,10.0,2.0,17.0,7475.75
2022.0,10.0,2.0,18.0,7488.25
2022.0,10.0,2.0,19.0,7013.75
2022.0,10.0,2.0,20.0,6162.0
2022.0,10.0,2.0,21.0,5644.0
2022.0,10.0,2.0,22.0,5134.75
2022.0,10.0,2.0,23.0,4162.25
2022.0,10.0,3.0,0.0,2764.75
2022.0,10.0,3.0,1.0,1744.75
2022.0,10.0,3.0,2.0,1327.75
2022.0,10.0,3.0,3.0,891.75
2022.0,10.0,3.0,4.0,1061.25
2022.0,10.0,3.0,5.0,1974.75
2022.0,10.0,3.0,6.0,3563.25
2022.0,10.0,3.0,7.0,5658.0
2022.0,10.0,3.0,8.0,7218.0
2022.0,10.0,3.0,9.0,7132.0
2022.0,10.0,3.0,10.0,6072.25
2022.0,10.0,3.0,11.0,5812.0
2022.0,10.0,3.0,12.0,5851.25
2022.0,10.0,3.0,13.0,6026.0
2022.0,10.0,3.0,14.0,6677.5
2022.0,10.0,3.0,15.0,6944.5
2022.0,10.0,3.0,16.0,7408.25
2022.0,10.0,3.0,17.0,8497.25
2022.0,10.0,3.0,18.0,8712.5
2022.0,10.0,3.0,19.0,8288.5
2022.0,10.0,3.0,20.0,6753.0
2022.0,10.0,3.0,21.0,6098.75
2022.0,10.0,3.0,22.0,6063.25
2022.0,10.0,3.0,23.0,5175.75
2022.0,10.0,4.0,0.0,3444.75
2022.0,10.0,4.0,1.0,2145.75
2022.0,10.0,4.0,2.0,1671.5
2022.0,10.0,4.0,3.0,1139.25
2022.0,10.0,4.0,4.0,1138.25
2022.0,10.0,4.0,5.0,2119.5
2022.0,10.0,4.0,6.0,3784.75
2022.0,10.0,4.0,7.0,5908.25
2022.0,10.0,4.0,8.0,7474.0
2022.0,10.0,4.0,9.0,7797.5
2022.0,10.0,4.0,10.0,6342.5
2022.0,10.0,4.0,11.0,6386.5
2022.0,10.0,4.0,12.0,6242.25
2022.0,10.0,4.0,13.0,6321.0
2022.0,10.0,4.0,14.0,6844.0
2022.0,10.0,4.0,15.0,7050.75
2022.0,10.0,4.0,16.0,7628.5
2022.0,10.0,4.0,17.0,8863.25
2022.0,10.0,4.0,18.0,9323.25
2022.0,10.0,4.0,19.0,9022.0
2022.0,10.0,4.0,20.0,7872.0
2022.0,10.0,4.0,21.0,7351.0
2022.0,10.0,4.0,22.0,7110.0
2022.0,10.0,4.0,23.0,6573.0
2022.0,10.0,5.0,0.0,4688.0
2022.0,10.0,5.0,1.0,3297.0
2022.0,10.0,5.0,2.0,2569.0
2022.0,10.0,5.0,3.0,1599.5
2022.0,10.0,5.0,4.0,1343.5
2022.0,10.0,5.0,5.0,2175.25
2022.0,10.0,5.0,6.0,3747.0
2022.0,10.0,5.0,7.0,5654.5
2022.0,10.0,5.0,8.0,7099.75
2022.0,10.0,5.0,9.0,7078.5
2022.0,10.0,5.0,10.0,6419.0
2022.0,10.0,5.0,11.0,6559.25
2022.0,10.0,5.0,12.0,6434.75
2022.0,10.0,5.0,13.0,6537.0
2022.0,10.0,5.0,14.0,7162.5
2022.0,10.0,5.0,15.0,7854.75
2022.0,10.0,5.0,16.0,8481.0
2022.0,10.0,5.0,17.0,9714.0
2022.0,10.0,5.0,18.0,10679.25
2022.0,10.0,5.0,19.0,11737.25
2022.0,10.0,5.0,20.0,11544.0
2022.0,10.0,5.0,21.0,10817.25
2022.0,10.0,5.0,22.0,10956.75
2022.0,10.0,5.0,23.0,11104.75
2022.0,10.0,6.0,0.0,9854.6
2022.0,10.0,6.0,1.0,8549.2
2022.0,10.0,6.0,2.0,7678.4
2022.0,10.0,6.0,3.0,5292.6
2022.0,10.0,6.0,4.0,2918.2
2022.0,10.0,6.0,5.0,2421.8
2022.0,10.0,6.0,6.0,2997.8
2022.0,10.0,6.0,7.0,3580.4
2022.0,10.0,6.0,8.0,4511.0
2022.0,10.0,6.0,9.0,5489.4
2022.0,10.0,6.0,10.0,6163.2
2022.0,10.0,6.0,11.0,6664.4
2022.0,10.0,6.0,12.0,6871.4
2022.0,10.0,6.0,13.0,6897.6
2022.0,10.0,6.0,14.0,7490.2
2022.0,10.0,6.0,15.0,7999.8
2022.0,10.0,6.0,16.0,8572.4
2022.0,10.0,6.0,17.0,9540.2
2022.0,10.0,6.0,18.0,10546.4
2022.0,10.0,6.0,19.0,11519.6
2022.0,10.0,6.0,20.0,11775.6
2022.0,10.0,6.0,21.0,11455.6
2022.0,10.0,6.0,22.0,11967.6
2022.0,10.0,6.0,23.0,12393.6
2022.0,10.0,7.0,0.0,11453.2
2022.0,10.0,7.0,1.0,10345.2
2022.0,10.0,7.0,2.0,9325.6
2022.0,10.0,7.0,3.0,6878.6
2022.0,10.0,7.0,4.0,3973.4
2022.0,10.0,7.0,5.0,2692.8
2022.0,10.0,7.0,6.0,3190.2
2022.0,10.0,7.0,7.0,3864.2
2022.0,10.0,7.0,8.0,3524.4
2022.0,10.0,7.0,9.0,4244.2
2022.0,10.0,7.0,10.0,5072.0
2022.0,10.0,7.0,11.0,5490.4
2022.0,10.0,7.0,12.0,5532.4
2022.0,10.0,7.0,13.0,5769.8
2022.0,10.0,7.0,14.0,6132.8
2022.0,10.0,7.0,15.0,6489.2
2022.0,10.0,7.0,16.0,6820.4
2022.0,10.0,7.0,17.0,7140.4
2022.0,10.0,7.0,18.0,7165.4
2022.0,10.0,7.0,19.0,6989.0
2022.0,10.0,7.0,20.0,6133.6
2022.0,10.0,7.0,21.0,5659.2
2022.0,10.0,7.0,22.0,5830.4
2022.0,10.0,7.0,23.0,5143.6
